代码,名称,PE_TTM,总市值_亿,营业收入,净利润,营收同比%,净利润同比%,ROE%,报告期,币种
00252,华信地产财务,-15.63,3.61,214336919.37897,-23595130.61373,20.5373961265,-145.341898822,-2.27274460919,2025-03-31,HKD
00253,顺豪控股,-1.95,2.04,646677520.18,-94279006.82,4.6779624342,37.2849787006,-2.602425907428,2025-12-31,HKD
00254,国家联合资源,-7.62,4.9,94643082.95,-54771717.0,22.4727985083,-596.0250318693,-52.502753640925,2025-06-30,HKD
00255,龙记集团,-40.09,9.07,1192160981.22,-20427223.52,-15.0229455256,-65.4062751408,-1.402764903214,2025-12-31,HKD
00256,冠城钟表珠宝,-1.76,3.74,946719978.42,-192024572.0,-21.5226901603,16.3229320822,-5.632290882656,2025-12-31,HKD
00257,光大环境,7.68,301.62,24857074138.98,3545284821.64,-9.0471914395,16.2253345967,7.81665181813,2025-12-31,HKD
00258,汤臣集团,6.02,47.67,2652939590.44,714671921.78,645.999639344,347.5668735046,6.362818032744,2025-12-31,HKD
00259,亿都（国际控股）,1.15,44.81,958391254.05,2573533857.03,10.8826861213,1477.6634382567,93.130246681155,2025-03-31,HKD
00261,ＧＢＡ集团,-0.49,5439.71,114332297.26,-101214833.2,121.8846956125,-100.8927771105,-21.746471001471,2025-12-31,HKD
00262,迪臣发展国际,-1.81,1.17,125013934.44,-68034718.92,5.7732248544,2.5987237584,-5.652471595418,2025-03-31,HKD
00264,中联发展控股,-62.46,9.78,53556429.9,-14139909.1,170.001366058,8.2463954988,40.733224052247,2025-12-31,HKD
00265,港誉智慧城市服务,17.48,3.98,306284611.66,20569932.28,-1.9684197137,-53.6303294376,6.573721279298,2025-12-31,HKD
00266,天德地产,-7.46,8.92,284352530.73,-297134649.06,1.1735077506,-266.1996985526,-7.764876991564,2025-03-31,HKD
00267,中信股份,6.06,3938.82,769264000000.0,58730000000.0,2.9528907923,0.9071853201,7.6280850688,2025-12-31,HKD
00268,金蝶国际,260.16,267.63,7006036000.0,92914000.0,11.9947235186,165.4010755413,1.143032816153,2025-12-31,HKD
00269,中国资源交通,-0.34,1.06,533083823.46,-311546485.17,-2.6108155132,-119.4938737895,2.848675640359,2025-03-31,HKD
00270,粤海投资,11.3,541.33,17003033403.76,4205628060.42,1.7271544957,48.1876671235,11.010005964365,2025-12-31,HKD
00271,亚证地产,-0.98,2.11,45466288.36,-193448949.94,6.4543416656,-186.5167487158,-13.122822775996,2025-12-31,HKD
00272,瑞安房地产,-1.83,36.12,4093000000.0,-1782000000.0,-49.9204698397,-1090.0,-4.75440890051,2025-12-31,HKD
00274,复兴亚洲,-0.74,3358.43,314700300.74,-30747138.38,67.4100320582,12.0372290781,-12.177430353669,2023-12-31,HKD
00276,蒙古能源,-0.06,1.05,2640391967.7,-1270413919.5,-9.8330872632,-182.0449830475,40.715304595078,2025-03-31,HKD
00277,太兴置业,27.01,4.3,46507863.51,-50256398.97,-10.0567532838,-455.8742472185,-2.136451788997,2025-03-31,HKD
00279,裕承科金,-14.69,6.28,64697765.64,-47826587.58,151.8066230874,18.8163789592,-97.433776390743,2025-03-31,HKD
00280,景福集团,5.0,4.55,817619074.53,81474815.04,14.2369577074,3.6183322575,11.222204426954,2025-03-31,HKD
00285,比亚迪电子,18.34,606.56,179477404000.0,3514572000.0,1.2249221822,-17.6073543981,10.515804845621,2025-12-31,HKD
00286,爱帝宫,-1.3,2.52,502572393.82,-160782458.62,-18.4374935657,-7.3171469357,-21.578091221712,2023-12-31,HKD
00287,永发置业,-1.97,1.74,19791554.80404,-68949870.9744,6.9500464322,-50.1876298099,-7.165957377696,2025-03-31,HKD
00288,万洲国际,8.65,1127.78,196989148800.0,11014129600.0,8.0374696427,-2.7915632754,14.344562431344,2025-12-31,HKD
00289,WING ON CO,-12.74,42.1,769515440.18,-298509693.9,-9.9619332257,64.0417665824,-1.985169210154,2025-12-31,HKD
00290,国富量子（五百）,151.28,325.6,809655051.63,-2330145.75,1206.997080205,91.7696143942,-0.107162576876,2025-03-31,HKD
00291,华润啤酒,20.27,756.54,37985000000.0,3371000000.0,-1.6824123204,-28.8668495463,10.54195202802,2025-12-31,HKD
00293,国泰航空,7.19,778.99,105465386520.0,9780066160.0,11.8759042263,12.7094826689,19.230974158601,2025-12-31,HKD
00294,长江制衣,-2.06,1.67,172044119.73,-55257214.74,-20.4313236763,-24.3004234825,-6.037701603755,2025-03-31,HKD
00295,江山控股,-1.13,2.69,321412000.0,-215431000.0,-18.2080755695,58.8331626257,-10.199933004511,2025-12-31,HKD
00296,英皇娱乐酒店,-3.58,2.45,772367182.65,-174284750.97,6.0427335916,-410.189701897,-5.175135106104,2025-03-31,HKD
00297,中化化肥,7.71,107.47,23263105000.0,1259377000.0,9.3969655282,18.6434977578,11.638891483007,2025-12-31,HKD
00298,庄士中国,-0.94,2.65,79403984.52,-364466171.52,-5.0360347435,-23.1360175595,-12.638472902392,2025-03-31,HKD
00299,宝新置地,-0.03,1157.55,357309755.88,-1366610012.28,-67.9269608471,-145.4150875308,-333.859014094066,2024-12-31,HKD
00300,美的集团,13.72,6867.32,458502407000.0,43945411000.0,12.0801861883,14.0284538356,19.97648533513,2025-12-31,HKD
00301,三和精化,-25.61,8.7,1062175000.0,-30693000.0,-0.1005413621,-54.0426599749,-15.235811827076,2025-12-31,HKD
00302,中手游,-0.43,7.02,1389985000.0,-1471341000.0,-27.9834474126,30.1027313474,-46.589016248072,2025-12-31,HKD
00303,VTECH HOLDINGS,12.85,135.02,14029083500.0,927891540.0,-6.8758037847,-14.4770408163,20.763335139738,2026-03-31,HKD
00305,五菱汽车,15.65,13.69,8250131000.0,78992000.0,3.7825562282,56.0459098003,3.947312532387,2025-12-31,HKD
00306,冠忠巴士集团,6.02,11.3,2334682382.28,117321223.56,20.7356817283,296.2103032381,6.38376611671,2025-03-31,HKD
00308,香港中旅,-21.79,61.46,3681975426.78,-254771265.4,-2.2149817287,-366.1740837202,-2.060707777545,2025-12-31,HKD
00309,新华通讯频媒,-6.26,0.65,332342459.22,-6869546.52,11.7574772069,44.4560513356,-8.380570675883,2025-03-31,HKD
00310,嘉进投资国际,-5.5,0.94,513932.18,-15394481.68,107.9882072161,1.451286499,-638.710886265692,2025-12-31,HKD
00311,联泰控股,8.39,2.95,4477254225.6,31735032.0,-5.5456370684,113.3221209171,2.869645632132,2025-12-31,HKD
00312,岁宝百货,-1.47,1.57,191043000.0,-96406000.0,-4.6191866996,-185.5289657624,-13.705052641755,2025-12-31,HKD
00313,裕田中国,-0.3,0.74,113674199.4,-230474024.01,285.8901663482,-12.3660364795,-201.789667598533,2025-03-31,HKD
00314,思派健康,-6.54,9.0,2070984000.0,-124267000.0,-54.6377409026,61.614710752,-11.494544191517,2025-12-31,HKD
00315,数码通电讯,10.69,53.51,5702830991.65,436733766.95,0.5175164931,1.8665208901,9.12983372356,2025-06-30,HKD
00316,东方海外国际,7.5,883.58,68337465827.2,10637969310.4,-9.1520670592,-41.2797397113,11.356466569256,2025-12-31,HKD
00317,中船防务,13.68,188.99,20547052116.16,1008262651.35,5.8995886889,167.2574557667,5.592260749099,2025-12-31,HKD
00318,黄河实业,19.29,2.13,197799353.08,9767640.12,4.1902759784,-50.1775316006,2.099894646107,2025-04-30,HKD
00320,金宝通,5.97,4.04,3688182378.0,85455903.66,-1.0207988572,9.2365403671,6.657210660221,2025-03-31,HKD
00321,德永佳集团,11.65,14.78,5154455891.04,107111032.44,4.0798726926,-12.2916257349,2.43014800562,2025-03-31,HKD
00322,康师傅控股,13.29,662.37,79068022000.0,4500698000.0,-1.9626460774,20.519040528,30.817091507398,2025-12-31,HKD
00323,马鞍山钢铁股份,-556.49,140.92,77524852312.0,-208806314.0,-5.2459086819,95.5183663604,-0.883198236246,2025-12-31,HKD
00325,布鲁可,17.32,121.54,2913338000.0,633737000.0,30.0058145528,258.0206309984,99.938340524311,2025-12-31,HKD
00326,中国星集团,-35.8,158.85,365730939.18,-400812003.98,-44.3957562042,-26.0929730344,-24.249172061258,2025-12-31,HKD
00327,百富环球,4.85,36.53,5304195578.8,680654850.14,-2.8509756524,5.629167385,9.748231663426,2025-12-31,HKD
00328,ALCO HOLDINGS,-3.18,1.89,91649015.79,-59310284.1,-33.0874129172,-110.6993267765,94.080276370876,2025-03-31,HKD
00329,东建国际,-18.25,4.35,59189813.04,-21523732.6,-18.7542617687,-143.6854484099,-8.977648180171,2025-12-31,HKD
00331,丰盛生活服务,5.56,23.76,7441408949.65,413308507.3,-3.4097767942,-9.5561764119,40.297563237523,2025-06-30,HKD
00332,元亨燃气,-0.05,0.92,807820000.0,-1916096000.0,-83.745507388,-285.3230639291,1571.09848391673,2025-03-31,HKD
00333,黛丽斯国际,-1.12,6322.11,1108685885.45,-29737777.55,7.5712020556,-1377.5260534662,-8.92060391687,2025-06-30,HKD
00334,华显光电,5.89,9.09,7725363000.0,139429000.0,69.8103664522,111.3232998378,12.153211933994,2025-12-31,HKD
00335,美建集团,26.03,17.44,83531803.11,64100694.63,-25.9907608029,-18.9779659633,2.463377907088,2025-03-31,HKD
00336,华宝国际,-27.45,118.16,3484655000.0,-388803000.0,3.30214199,-0.8544547598,-3.315006016076,2025-12-31,HKD
00337,绿地香港,-0.18,4.55,12322076000.0,-2292830000.0,-19.3366821736,-9.521218742,-24.880304167722,2025-12-31,HKD
00338,上海石油化工股份,-9.92,124.4,75513468000.0,-1612325000.0,-13.2628228038,-618.4658177375,-6.697268092411,2025-12-31,HKD
00339,全球数字控股,95.1,3.5,5099622.57134,3323374.50628,6717.4976152239,145.6845120401,64.335562115729,2025-12-31,HKD
00340,潼关黄金,12.03,99.9,2164312021.96,750060081.38,49.3137240851,293.3147355259,25.671746067567,2025-12-31,HKD
00341,大家乐集团,16.27,22.04,7907099977.11,214783145.52,-1.4167027845,-29.5684119424,8.264860175557,2025-03-31,HKD
00343,文化传信,-4.62,2.18,15990798.24,-25805095.29,-14.0390911797,-34.5539409104,-28.065298011251,2025-03-31,HKD
00345,VITASOY INT'L,24.96,58.85,5789452445.55,216564207.42,0.9081692609,101.6671393093,7.7097526528,2025-03-31,HKD
00346,延长石油国际,-0.49,3.69,15649663007.28,-685194433.86,-40.6319189211,-1501.5167750517,-84.125773972136,2025-12-31,HKD
00347,鞍钢股份,-2.03,114.3,96052000000.0,-4068000000.0,-8.6098134176,42.8812131424,-8.886073460829,2025-12-31,HKD
00348,中国智能健康,-20.1,0.52,89928196.08,-2353791.32,-12.3363416245,93.5304485986,13.237833993701,2025-12-31,HKD
00351,亚洲能源物流,-30.22,7.78,55635642.34,-23255205.34,27.9485688172,14.7026668875,-17.2231680274,2025-12-31,HKD
00352,富阳,6.76,0.89,20437000.0,11837000.0,1413.8518518519,255.832016851,124.149142587446,2025-12-31,HKD
00353,能源国际投资,3.01,8.14,139973931.57,236549013.9,-37.3832740243,393.0371225236,22.568432544749,2025-03-31,HKD
00354,中国软件国际,30.02,106.82,17027414000.0,321449000.0,0.4523757173,-37.3302139689,2.770264272572,2025-12-31,HKD
00355,世纪城市国际,-0.3,2.16,3424739274.0,-661608650.0,38.1714160775,28.5783931357,-14.019675394274,2025-12-31,HKD
00356,鼎立资本,76.96,1.56,1295603.15494,1829866.81714,-34.6922320094,116.8625886843,3.206124083662,2025-12-31,HKD
00357,美兰空港,-6.8,21.01,2006737364.0,-278997189.0,-7.5657234599,26.8576676192,-7.094225396335,2025-12-31,HKD
00358,江西铜业股份,12.36,1153.09,542704394000.0,7372829000.0,5.394033855,6.8373118222,9.261123741526,2025-12-31,HKD
00360,新焦点,-5.33,7.58,585374000.0,-128355000.0,12.8941054857,-88.9713351884,-30.65984779358,2025-12-31,HKD
00361,汉成发展控股,-11.43,2.81,171715670.3,-22200244.38,-27.6496555923,-939.7208121827,-9.931531065582,2025-12-31,HKD
00362,中国天化工,-0.14,2027.32,28806006.16,-148311412.68,-68.7030848711,-4.2501732146,16.545090694538,2024-06-30,HKD
00363,上海实业控股,7.34,148.19,18815440075.08,1824385174.96,-27.9627489008,-28.0584887093,4.133735153191,2025-12-31,HKD
00365,芯成科技,52.3,10.04,304837653.22,17339114.34,36.6179566062,155.7776680129,8.102906105565,2025-12-31,HKD
00366,陆氏集团（越南）,23.87,4.31,310875678.92,16324798.28,-7.6620540529,-5.5892185541,0.78526223453,2025-12-31,HKD
00367,庄士机构国际,-0.87,4.6,194567631.54,-545110144.02,-30.7137693066,36.6241474429,-7.452643157147,2025-03-31,HKD
00368,德合集团,68.6,15.28,813649479.04,20117419.06,-0.1644656639,17.946409659,9.921489582057,2025-12-31,HKD
00369,永泰地产,-1.6,27.49,875039536.0,-1547848114.0,-6.0420909708,33.0455167025,-8.206314317593,2025-12-31,HKD
00370,港仔机器人,-4.15,6.82,107124874.89,-127398527.16,-45.5900894778,-5.3333536799,-21.189658123135,2025-03-31,HKD
00371,北控水务集团,14.7,254.18,22062151000.0,1561531000.0,-9.0988982138,-6.9187529804,5.0116596201,2025-12-31,HKD
00372,保德国际发展,-0.39,0.64,129811727.61,-162388549.44,-7.4309517699,-724.5536760227,-68.027594845199,2025-03-31,HKD
00373,联合集团,3.78,83.98,15648105856.0,2008851602.0,105.540461982,386.3525170594,5.056858681479,2025-12-31,HKD
00374,四洲集团,341.51,9.5,3345648184.26,9379644.12,-6.9980621935,-70.6725913957,0.839740790756,2025-03-31,HKD
00375,YGM TRADING,-8.7,1.96,164127161.16,-21824929.5,-25.4086019251,-361.8238625269,-5.465901671549,2025-03-31,HKD
00376,云锋金融,11.94,77.94,8798662533.58,589396211.0,43.2417736006,38.6080358888,5.687704038919,2025-12-31,HKD
00377,中国华君,-0.33,8492.94,1363725000.0,-234098000.0,18.0771535243,81.4704997705,3.033228583908,2025-12-31,HKD
00379,恒嘉融资租赁,-2.55,2.19,85984737.56,-77545049.88,-5.7230854551,-6.2378577704,-27.757202876786,2025-12-31,HKD
00380,中国管业,3.52,1.97,582914704.28,50549610.52,-17.629565719,-35.833524421,6.621913984691,2025-12-31,HKD
00381,权识国际,-1.03,1.25,271546770.46,-109964325.34,-22.2465615964,-43.8647696925,-50.825968430764,2025-12-31,HKD
00382,中汇集团,1.66,6.95,2489038000.0,513872000.0,7.6580048495,-28.1042496215,12.022636261629,2025-08-31,HKD
00383,天安卓健,-36.26,9.72,1428428881.7,-24220747.52,-1.627530868,-193.1984846905,-1.492958609036,2025-12-31,HKD
00384,中国燃气,13.42,379.19,73141668445.47,3000686947.62,-2.6435578971,2.0934466877,6.03310717319,2025-03-31,HKD
00385,建联集团,-53.7,1.61,5868892335.68,-2701531.02,-15.5314177527,-105.8941767662,-0.144600785079,2025-12-31,HKD
00386,中国石油化工股份,12.08,4957.95,2783583000000.0,32476000000.0,-9.4640797616,-33.6398373485,3.952587450206,2025-12-31,HKD
00387,力丰（集团）,11.01,1.77,499380402.58,14539132.34,-1.380064428,-23.0140131044,3.677217221265,2025-12-31,HKD
00388,香港交易所,25.81,4868.49,26338798420.0,16035767880.0,30.3343166175,36.0459770115,31.703854498701,2025-12-31,HKD
00389,通天酒业,-61.39,0.57,159373000.0,-843000.0,47.5839908138,99.7376300179,-0.914758207595,2025-12-31,HKD
00390,中国中铁,3.66,878.83,1093494000000.0,22892000000.0,-5.7585423218,-17.9115717001,6.31083886299,2025-12-31,HKD
00391,美亚娱乐资讯,-16.01,5.92,101828753.52,-52307850.06,-6.3579890696,-164.2640682549,-20.317039293875,2025-03-31,HKD
00392,北京控股,6.63,370.86,87227795000.0,5055839000.0,3.7634452923,-1.3126075402,5.81388033386,2025-12-31,HKD
00393,旭日企业,26.94,20.25,882153296.72,67900466.72,7.3069866069,22.4763766699,2.620350660473,2025-12-31,HKD
00396,兴利（香港）控股,253.62,2.0,69328457.54,710834.14,-32.5918379893,-94.8642652049,1.621443434905,2025-12-31,HKD
00397,嬴集团,-2.19,1.37,51363411.74,-56377185.96,-17.5003626868,56.6294695591,-5.71399015811,2025-12-31,HKD
00398,东方表行集团,8.68,15.79,3183631535.31,185023723.68,-5.1913592495,-19.9578422918,11.304436812153,2025-03-31,HKD
00399,星太链集团,-0.42,2.39,1929637.53,-319241041.71,-68.2845442136,-434.5521890081,53.52141439849,2025-03-31,HKD
00400,硬蛋创新,27.66,65.77,15206693000.0,214765000.0,50.1283674299,13.1211351881,5.245442706425,2025-12-31,HKD
00401,万嘉集团,-12.1,1.04,149215151.19,-6105443.28,-10.7122346653,83.4504840283,-9.426515637244,2025-03-31,HKD
00403,星光集团,-1.33,0.84,826217081.64,-24849966.24,7.2547556212,-254.5631959591,-4.47153729021,2025-03-31,HKD
00406,有利集团,-3.33,2.8,8880399549.81,-91253121.72,23.1878451334,-247.3834826286,-6.864167793236,2025-03-31,HKD
00408,叶氏化工集团,9.55,13.12,2703696038.34,124110556.98,-5.3438679784,41.8312999319,3.518813986395,2025-12-31,HKD
00410,ＳＯＨＯ中国,-6.38,20.54,1372220000.0,-290782000.0,-10.9197939279,-156.3288405427,-0.807503874898,2025-12-31,HKD
00411,南顺（香港）,10.03,29.15,4403974348.8,276277988.35,-0.1736610313,51.0241825732,10.024172592076,2025-06-30,HKD
00412,山高控股,-7.99,47.52,4689403000.0,-537348000.0,-19.492850261,-1096.7316503126,168.087761939171,2025-12-31,HKD
00413,南华集团控股,-0.22,3.17,1967861671.96,-1307653916.18,-32.5793455668,-208112.787356322,-27.681314292128,2025-12-31,HKD
00417,谢瑞麟,-0.93,1.77,1580159040.51,-182491478.16,-35.4976424183,47.1531114544,-43.56970531534,2025-03-31,HKD
00418,方正控股,28.68,8.55,819366861.64,26923181.76,-1.9129505846,-37.7131394183,2.669169161998,2025-12-31,HKD
00419,弘毅文化集团,-10.33,6.89,514895915.74,-60260128.74,-44.0266794441,59.1917499037,-69.30664270466,2025-12-31,HKD
00420,福田实业,12.2,8.7,3736364625.52,64401392.44,-6.5477962787,399.9439068854,2.198216534903,2025-12-31,HKD
00422,越南制造加工出口,8.53,2.45,611556699.376,32660120.4832,7.2331199901,220.864784328,9.941465003297,2025-12-31,HKD
00423,经济日报集团,-12.17,3.11,741708001.56,-32934879.87,-13.0060374891,-165.8201468039,-4.21364200395,2025-03-31,HKD
00425,敏实集团,13.03,388.29,25737192000.0,2692150000.0,11.1895936268,16.0759711982,12.251635760505,2025-12-31,HKD
00426,万华媒体,-1.89,5131.52,28937803.3,-23964145.95,1.4235315962,-5.0714258062,33.248194630749,2026-03-31,HKD
00428,中国天弓控股,3.94,3856.46,15760285.78,8841620.58,124.246845645,112.7444343184,6.349999189141,2025-12-31,HKD
00430,东方兴业控股,-0.32,1.53,25207966.98,-427802024.02,4.9565642511,-1149.0862100794,-39.919779651103,2025-12-31,HKD
00431,大中华金融,-2.95,7775.86,67973627.54,-23768234.3,295.7353946469,76.8113004706,3.455114692345,2025-12-31,HKD
00432,盈大地产,-7.06,4.87,944768120.0,-62322180.0,50.5035971223,70.0,84.146341463415,2025-12-31,HKD
00433,北方矿业,4.27,9.75,1043594839.52,206493253.18,892.8130746361,433.8185906609,123.01661608661,2025-12-31,HKD
00434,博雅互动,-3.56,17.61,422406187.74,-215531775.72,-6.6290654262,-124.6290562299,-8.604325636438,2025-12-31,HKD
00436,新宇环保,-19.99,1.91,315055781.08,-8642912.18,-0.172287474,63.6643250427,-1.093095302283,2025-12-31,HKD
00438,彩虹新能源,-0.41,2.56,2905052655.48,-560340048.06,-11.3291360892,-49.0449162329,-48.342980593728,2025-12-31,HKD
00439,瀚源控股,-2.75,3.88,56895634.24,-127551825.18,-16.5823555897,-197.7607691821,-5.142456372383,2025-12-31,HKD
00440,大新金融,6.3,129.49,7466814966.48,1857838637.32,14.6405703514,22.9384162155,5.703173543829,2025-12-31,HKD
00442,域能控股,-15.79,2.02,171163739.91,-7656720.51,-18.2034275029,53.1877679982,-10.696834912654,2025-03-31,HKD
00444,SINCEREWATCH HK,-0.28,6043.95,113905287.85,-178496068.8,27.9344682931,28.2710382514,-143.848331537324,2024-03-31,HKD
00450,鸿兴印刷集团,-9.2,7.26,1829040370.84,-71297477.14,-7.7339102217,-82.0334839959,-2.860853026154,2025-12-31,HKD
00451,协鑫新能源,-1.0,14.89,1062567000.0,-1340036000.0,-4.0792413485,-216.0164135459,-125.479407416008,2025-12-31,HKD
00455,天大药业,-2.83,1.98,291690382.9,-63222690.34,-2.1191924519,-14.0554985254,-14.54510318115,2025-12-31,HKD
00456,新城市建设发展,-0.66,1.46,57302083.24,-199570975.1,-35.6617684343,-73.095754765,-90.665873349678,2025-12-31,HKD
00458,联亚集团,4.26,5.33,3275131719.64,112978370.48,-13.3297767121,-19.8256577893,9.534153939496,2025-12-31,HKD
00460,四环医药,41.74,83.05,2618008000.0,179696000.0,37.7095158668,182.9384017502,3.515960949464,2025-12-31,HKD
00464,中国智能科技,-8.26,3.93,97632645.51,-45900641.37,-41.5470040609,-220.7519184884,-419.013520913188,2025-03-31,HKD
00465,富通科技,-16.25,11.97,124561000.0,-66547000.0,-17.2605050948,6.050852004,-31.535126169885,2025-12-31,HKD
00467,联合能源集团,9.95,111.15,17333938889.4,1009015061.82,7.8496599926,-28.3031861229,8.440925193725,2025-12-31,HKD
00468,纷美包装,1509.98,32.08,1856958000.0,52748000.0,-17.0977206492,-80.4766469637,1.75523449907,2025-12-31,HKD
00470,先导智能,39.34,714.56,14358016000.0,1563778000.0,21.9535306434,446.5844110451,12.642996194557,2025-12-31,HKD
00471,中播数据,-26.96,0.79,51239952.0,-2635800.0,14.0131373162,95.7973775636,-1.712993627664,2025-12-31,HKD
00472,新丝路控股集团,-3.02,8.18,338450985.52,-244906296.56,-13.374683,-48.8867047008,-20.90952275195,2025-12-31,HKD
00474,信铭生命科技,-2.62,9.74,179951850.0,-825932850.0,-14.4736842105,-93.7229437229,-191.854233654877,2025-03-31,HKD
00475,中发展控股,-12.43,2.5,210502137.15,-17690651.1,20.9791619155,38.2608695652,460.817307692308,2025-03-31,HKD
00476,科轩动力控股,-0.47,1.62,2779563.96,-343318599.24,-92.8691493643,-16.5001236938,-35.116344814664,2025-03-31,HKD
00480,香港兴业国际,-1.97,15.6,1618090122.0,-725344380.0,-55.5053670668,-67.9487179487,-3.429753328301,2025-03-31,HKD
